nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles	img_url_asset
nm0001465	Elmore Leonard	1925	2013	writer,producer,miscellaneous	tt0113161,tt1489428,tt0120780,tt0119396	https://image.tmdb.org/t/p/{width_variable}/ySaeTcnv4jIgtSbWSkfYaXKU9fN.jpg
nm0001472	Jet Li	1963		actor,producer,miscellaneous	tt0913968,tt0267804,tt0271027,tt0446059	https://image.tmdb.org/t/p/{width_variable}/c4s8INzU0ZAujCQ1YmphCmcsNzl.jpg
nm0001487	John Lynch	1961		actor,writer,assistant_director	tt1181791,tt0107207,tt0108071,tt0181311	https://image.tmdb.org/t/p/{width_variable}/4TG8HYZ5SEFh1Yk5CCG4fXD55j9.jpg
nm0001501	Louis Malle	1932	1995	director,writer,producer	tt0080388,tt0092593,tt0051378,tt0071733	https://image.tmdb.org/t/p/{width_variable}/5VodHnsO1oMI4mgN6RoXV4stibz.jpg
nm0001505	Joe Mantegna	1947		actor,producer,director	tt0099674,tt0109190,tt0108065,tt0120533	https://image.tmdb.org/t/p/{width_variable}/stDNYeOPWhLVBweJHPkB9ZHpKTP.jpg
nm0001550	Cathy Moriarty	1960		actress,soundtrack	tt1038919,tt0102951,tt0081398,tt0289848	https://image.tmdb.org/t/p/{width_variable}/g5pXUDGH30egsCq9eTDrsikFAYk.jpg
nm0001592	Joe Pantoliano	1951		actor,producer,writer	tt0115736,tt0112442,tt0209144,tt0133093	https://image.tmdb.org/t/p/{width_variable}/cXMOad9KKVBK1lg8EjEbcNPn1OT.jpg
nm0001595	Michael Paré	1958		actor,director,producer	tt0119313,tt1838544,tt0159097,tt1189340	https://image.tmdb.org/t/p/{width_variable}/jxrXW8OL6hwJgtJgePdMO5yHuAM.jpg
nm0001613	Bernadette Peters	1948		actress,soundtrack	tt0079367,tt0176357,tt0082894,tt0118617	https://image.tmdb.org/t/p/{width_variable}/x2hZ6AsIAfb5t512Q72SYtdNdZf.jpg
nm0001626	Christopher Plummer	1929	2021	actor,soundtrack,producer	tt0140352,tt5294550,tt3704050,tt1532503	https://image.tmdb.org/t/p/{width_variable}/iZh3s9Vy9vYD4DYnAda6C1kdeco.jpg
nm0001636	Priscilla Presley	1945		actress,producer,writer	tt0098987,tt0102510,tt0095705,tt0110622	https://image.tmdb.org/t/p/{width_variable}/qS3o1a2rIUS2suDVtEkpCvj6T6Q.jpg
nm0001637	Vincent Price	1911	1993	actor,soundtrack,miscellaneous	tt0051744,tt0049833,tt0037008,tt0066740	https://image.tmdb.org/t/p/{width_variable}/zhIh0YkweGOjiARx0wKhzdpB6kS.jpg
nm0001657	Oliver Reed	1938	1999	actor,soundtrack	tt0073012,tt0172495,tt0078908,tt0063385	https://image.tmdb.org/t/p/{width_variable}/dWfotc1X71wNCGyPO9hXpv8U9Gw.jpg
nm0001669	Miranda Richardson	1958		actress,soundtrack	tt0278731,tt0274558,tt0162661,tt0104036	https://image.tmdb.org/t/p/{width_variable}/2IEW3fxqHb4AHBl5xU8JuipJbNK.jpg
nm0001698	John Savage			actor,producer,soundtrack	tt0079261,tt0077416,tt0783640,tt0120863	https://image.tmdb.org/t/p/{width_variable}/exzL5D7RSnIepF9FsFlzCs248he.jpg
nm0001714	Campbell Scott	1961		actor,producer,director	tt0115678,tt1872181,tt0105415,tt0299117	https://image.tmdb.org/t/p/{width_variable}/lJCxZpQru76zBeuZGxc0Gm5Pm9y.jpg
nm0001739	Jean Simmons	1929	2010	actress,soundtrack	tt0048140,tt0054331,tt0085101,tt0040416	https://image.tmdb.org/t/p/{width_variable}/cZzN4KT4fLb7CE5UalCya9MlzpJ.jpg
nm0001743	Marc Singer	1948		actor,soundtrack,director	tt0085106,tt0083630,tt0086822,tt0101412	https://image.tmdb.org/t/p/{width_variable}/npgKM5FfPKnAukzV11pXOlLeBnZ.jpg
nm0001758	Timothy Spall	1957		actor,soundtrack,producer	tt0408236,tt0259711,tt0117589,tt2473794	https://image.tmdb.org/t/p/{width_variable}/kcXnzkIPUHgCFtWQ7sUjQCrSIME.jpg
nm0001767	Imelda Staunton	1956		actress,soundtrack	tt0373889,tt0383694,tt0138097,tt3169706	https://image.tmdb.org/t/p/{width_variable}/tABRYOHUQeaUCAqrelJV5ZHjl1W.jpg
nm0001777	Dean Stockwell	1936	2021	actor,soundtrack,director	tt0087884,tt0095593,tt0096684,tt0087182	https://image.tmdb.org/t/p/{width_variable}/gdHo8LNElMf1XxoRYgi0UUzbJuB.jpg
nm0001789	Andrei Tarkovsky	1932	1986	miscellaneous,writer,director	tt0060107,tt0069293,tt0086022,tt0091670	https://image.tmdb.org/t/p/{width_variable}/j0toVLrgLNuyGnUxGPnSfnPiSf5.jpg
nm0001796	Richard Thomas	1951		actor,director,producer	tt0185014,tt0099864,tt0068149,tt0080421	https://image.tmdb.org/t/p/{width_variable}/yLV41csipJfb7qF135vD4Wu7VQH.jpg
nm0001802	Nancy Travis	1961		actress,soundtrack,producer	tt0098966,tt0108174,tt0108473,tt0866437	https://image.tmdb.org/t/p/{width_variable}/8NVTIgCYB6H0GrAwNPLwdU92pdt.jpg
nm0001820	Abe Vigoda	1921	2016	actor	tt0068646,tt0072472,tt0119215,tt0071562	https://image.tmdb.org/t/p/{width_variable}/luWKPNb58IgJ2ovrtgPAzHGLLYL.jpg
nm0001821	Jan-Michael Vincent	1944	2019	actor,producer,soundtrack	tt0075393,tt0068931,tt0072705,tt0118789	https://image.tmdb.org/t/p/{width_variable}/6UTYjmRiqGKbVt6em01UWMWirIZ.jpg
nm0001829	Rachel Ward	1957		actress,director,writer	tt0083064,tt0086859,tt0085101,tt0083798	https://image.tmdb.org/t/p/{width_variable}/8jksGCUaR1MgWSo2nqxY7SCSyYj.jpg
nm0001836	Steven Weber	1961		actor,producer,soundtrack	tt0105414,tt0112896,tt0118460,tt0093137	https://image.tmdb.org/t/p/{width_variable}/8FtkapenCOpe39eE1sQus5WLWAq.jpg
nm0001876	Catherine Zeta-Jones	1969		actress,soundtrack	tt0137494,tt0299658,tt0120746,tt0181865	https://image.tmdb.org/t/p/{width_variable}/9VE0zNIs11aD9BHCKiGAZEIE5c8.jpg
nm0001877	Hans Zimmer	1957		music_department,composer,soundtrack	tt1160419,tt0172495,tt5013056,tt1375666	https://image.tmdb.org/t/p/{width_variable}/tpQnDeHY15szIXvpnhlprufz4d.jpg
nm0001884	Max von Sydow	1929	2020	actor,miscellaneous,soundtrack	tt0181689,tt0080745,tt0050976,tt0477302	https://image.tmdb.org/t/p/{width_variable}/aUFBsGCN6qpcjsF14LccMzE5ye7.jpg
nm0001899	Remi Adefarasin	1948		cinematographer,camera_department	tt2719848,tt0127536,tt0414055,tt0416320	https://image.tmdb.org/t/p/{width_variable}/2cHMlJMxjtEbjujY0dMdOEVlgV4.jpg
nm0001902	Edward Albert	1951	2006	actor,soundtrack,miscellaneous	tt0068326,tt0493406,tt0082431,tt0074899	https://image.tmdb.org/t/p/{width_variable}/d8K96yNansh7tVM5MGEMBbaloX0.jpg
nm0001910	Kenneth Anger	1927	2023	director,writer,editor	tt0489572,tt0489546,tt0039383,tt1568152	https://image.tmdb.org/t/p/{width_variable}/gspoSoEjQSpBKBQx3g9frjFOM7f.jpg
nm0001915	Emile Ardolino	1943	1993	director,producer,miscellaneous	tt0149439,tt0107065,tt0092890,tt0085655	https://image.tmdb.org/t/p/{width_variable}/zWQ87XisfPtlSHjnfl9XMCYZcu6.jpg
nm0001917	Pedro Armendáriz Jr.	1940	2011	actor,producer,soundtrack	tt0236493,tt0097742,tt0120746,tt0285823	https://image.tmdb.org/t/p/{width_variable}/ngvcAFirJ6M7n8oO6FvgRYeIsX8.jpg
nm0001990	Elpidia Carrillo	1961		actress,producer,director	tt0100403,tt0093773,tt0091886,tt0420015	https://image.tmdb.org/t/p/{width_variable}/xWlHSiYShbx8Abd1XFUqZw5xZOO.jpg
nm0002005	Agatha Christie	1890	1976	writer	tt0051201,tt1869347,tt3402236,tt1349600	https://image.tmdb.org/t/p/{width_variable}/1L4su640toYra8iuG3r8WP2pPth.jpg
nm0002032	Roger Daltrey	1944		music_artist,actor,soundtrack	tt0073298,tt0093936,tt0093437,tt0073812	https://image.tmdb.org/t/p/{width_variable}/wQUIoUytxAoqaMpq2jW51v4CLhJ.jpg
nm0002041	Dean Devlin	1962		producer,writer,actor	tt0120685,tt0116629,tt0111282,tt1628841	https://image.tmdb.org/t/p/{width_variable}/lO8HDHI3aVrpVubWb2DH1jeqM40.jpg
nm0002043	Madhuri Dixit	1967		actress,music_department,soundtrack	tt2178470,tt0118983,tt0238936,tt2675978	https://image.tmdb.org/t/p/{width_variable}/f2ZF9mVqyLS924NW7xFrvzXeDDR.jpg
nm0002059	Lisa Eichhorn	1952		actress,writer,producer	tt0108473,tt2194499,tt0082220,tt0079123	https://image.tmdb.org/t/p/{width_variable}/gMKTeKne8A3E8p5HxwOCX5Wts1A.jpg
nm0002066	Ramon Estevez	1963		producer,actor,writer	tt4820224,tt0101531,tt6360810,tt1986770	
nm0002081	Edward Fox	1937		actor,producer,miscellaneous	tt0075784,tt0069947,tt0083987,tt0086006	https://image.tmdb.org/t/p/{width_variable}/mRAgZvRscftn6roAKdLQwrrrWrS.jpg
nm0002086	Lucio Fulci	1927	1996	writer,director,actor	tt0087759,tt0080057,tt0084719,tt0081318	https://image.tmdb.org/t/p/{width_variable}/wpkbGp2A6HYpH2QZqI9WRSnzxUy.jpg
nm0002087	Samuel Fuller	1912	1997	writer,director,actor	tt0044072,tt0057495,tt0046187,tt0047073	https://image.tmdb.org/t/p/{width_variable}/yC1rWSkV8crevItmlRz056GOTMf.jpg
nm0002117	Paul Guilfoyle			actor	tt0119942,tt0118571,tt0119488,tt5853176	https://image.tmdb.org/t/p/{width_variable}/c7unxeM13lF9pMhZhYwlNsSFjFe.jpg
nm0002161	Hans Albers	1891	1960	actor,soundtrack,producer	tt0022869,tt0030730,tt0021681,tt1244668	https://image.tmdb.org/t/p/{width_variable}/x1s3RdddpAfjNXVhYJqjAskklUV.jpg
nm0002162	Henri Alekan	1909	2001	cinematographer,camera_department,director	tt0084829,tt0093191,tt0038348,tt0046250	https://image.tmdb.org/t/p/{width_variable}/rL2bZDa889sNXZOxfPwieE9ZzBb.jpg
nm0002172	Mukul Anand	1951	1997	director,writer,producer	tt0092026,tt0098999,tt0104607,tt13782010	https://image.tmdb.org/t/p/{width_variable}/y5uX0ud9LmbxAeqdkDj9VRtPZ83.jpg
nm0002174	Yves Angelo	1956		cinematographer,camera_department,director	tt0119853,tt0297301,tt0153588,tt0109454	https://image.tmdb.org/t/p/{width_variable}/8MxSOC3x1Uch1GNDC8IHYvzKTrC.jpg
nm0002181	Imanol Arias	1956		actor,director,producer	tt0302447,tt0093458,tt0222534,tt0119974	https://image.tmdb.org/t/p/{width_variable}/lbBiRaDzDzojfs6VbMfgzsf6QnI.jpg
nm0002198	Charles Aznavour	1924	2018	soundtrack,actor,music_department	tt0054389,tt0125439,tt10749896,tt0120663	https://image.tmdb.org/t/p/{width_variable}/zAWJHQT4hY0ELK6aaSXRoAgEJbT.jpg
nm0002259	Danny Nowak	1959		cinematographer,camera_department,miscellaneous	tt0460780,tt0165929,tt6195094,tt6491178	
nm0002301	Carl Davis	1936	2023	composer,music_department,soundtrack	tt0397786,tt0017925,tt0082416,tt0021749	https://image.tmdb.org/t/p/{width_variable}/6DKmgez2sJ6FfQ0vkLEPUx2RGUQ.jpg
nm0002336	Declan Quinn	1957		cinematographer,camera_department,producer	tt9827834,tt8503618,tt10795574,tt0411195	
nm0002370	J.A.C. Redford	1953		composer,music_department,soundtrack	tt0499549,tt0096560,tt1385826,tt0120647	https://image.tmdb.org/t/p/{width_variable}/7G05xf4fO91Asc3fFrKYJVI5H1j.jpg
nm0002376	David Hare	1947		writer,director,producer	tt0274558,tt0976051,tt0090310,tt1797469	https://image.tmdb.org/t/p/{width_variable}/fbS6ii117N26KBRceAQo9zTBmNW.jpg
nm0002414	Paul Chihara	1938		composer,music_department,soundtrack	tt0165042,tt0149439,tt0368222,tt0072856	
nm0002445	Bob Shayne			writer,producer,miscellaneous	tt0081930,tt0093850,tt0085110,tt0108219	
nm0002573	Bill Corcoran			director,assistant_director,producer	tt0138959,tt0115763,tt0118480,tt7349950	https://image.tmdb.org/t/p/{width_variable}/wbp8xIJqdKDhQhWUpwAyIxoK0v0.jpg
nm0002663	Diane Ladd	1935		actress,soundtrack,director	tt0071315,tt2446980,tt0071115,tt0100935	https://image.tmdb.org/t/p/{width_variable}/2fmurzpgqZFYc8JzS64PHt0amon.jpg
nm0002793	Antony Thomas	1940		director,writer,producer	tt0133302,tt0388574,tt0096154,tt0277667	
nm0002797	Ricardo Franco	1949	1998	director,writer,actor	tt0176912,tt0073518,tt0118788,tt0094729	
nm0002910	Gianni Lepre	1947		director,writer	tt0307850,tt0211131,tt1812418,tt0224815	
nm0003016	John Gilbert			editor,producer,writer	tt6306064,tt0412080,tt0120737,tt2119532	https://image.tmdb.org/t/p/{width_variable}/ufM71myMJXsthrzWJ1SesTmhZJm.jpg
nm0003138	Nicholas Josef von Sternberg	1951		cinematographer,camera_department	tt0109545,tt0220767,tt0077409,tt0087523	
nm0003141	Alan Bennett	1934		actor,writer,producer	tt0110428,tt3722070,tt0093776,tt0464049	https://image.tmdb.org/t/p/{width_variable}/2f6juvY5JDxH8Bzvr5lduY3RSRd.jpg
nm0003167	Jace Alexander	1964		director,producer,actor	tt0092493,tt1132290,tt0095082,tt0112697	
nm0003218	Alain Robillard	1962		writer,producer,director	tt0759057,tt0381551,tt0108835,tt4324330	
nm0003309	Steve Schoenberg			editorial_department,writer,editor	tt0107050,tt0104952,tt0282883,tt0118655	
nm0003367	Peter Bernstein	1951		composer,music_department,soundtrack	tt0120891,tt2463208,tt0087332,tt0118747	https://image.tmdb.org/t/p/{width_variable}/eYOK5FS01EeusMmTz6jbRdwQYjL.jpg
nm0003372	Chris Seager	1949		cinematographer,camera_department	tt0489974,tt0944947,tt4604612,tt5114840	https://image.tmdb.org/t/p/{width_variable}/yw9YT2Ok1xBPz9wyOO2mgdKPmg.jpg
nm0003389	Kandice King			producer,writer,director	tt0207036,tt0098100,tt4737992,tt7984380	
nm0003410	Howard Heard			editor,editorial_department,production_manager	tt1131732,tt3153582,tt0095360,tt0086200	
nm0003517	Jean Beaudoin			editor,editorial_department,producer	tt0119674,tt2277932,tt0240278,tt0112335	
nm0003574	Maurice Jarre	1924	2009	composer,music_department,soundtrack	tt0059113,tt0090329,tt0056172,tt0099653	https://image.tmdb.org/t/p/{width_variable}/44sZGwLqOKdHIkP3Mbz4ArXHT3w.jpg
nm0003606	Philippe de Broca	1933	2004	director,writer,actor	tt0055832,tt0053964,tt0058203,tt0054621	https://image.tmdb.org/t/p/{width_variable}/78DpaNfRB0kSDVzWeeOxYiYHBjt.jpg
nm0003607	Nicola Piovani	1946		composer,soundtrack,music_department	tt0118799,tt0419198,tt0091113,tt0208990	https://image.tmdb.org/t/p/{width_variable}/56tRfEIn4RBPhjJ7JOGCOtTZApU.jpg
nm0003670	Andreas Morell	1946		director,writer,cinematographer	tt4791168,tt0430662,tt0447812,tt1461962	
nm0003694	Michael B. Druxman	1941		writer,miscellaneous,actor	tt0292634,tt0063006,tt0232098,tt0235353	
nm0003798	Donald Martin			writer,producer,miscellaneous	tt8338076,tt2806390,tt13978306,tt10344986	https://image.tmdb.org/t/p/{width_variable}/4n157vwUZWBETl5UG6GwOPfHO9h.jpg
nm0003909	Michael Lonsdale	1931	2020	actor,writer,soundtrack	tt0069947,tt0408306,tt0122690,tt0079574	https://image.tmdb.org/t/p/{width_variable}/lQZktsBj1CFbIEIpXOZp55kCiB5.jpg
nm0003994	Christian Williams			writer,producer,miscellaneous	tt0098761,tt0248654,tt0111999,tt0092320	
nm0004287	Alex Thomson	1929	2007	camera_department,cinematographer,visual_effects	tt0116477,tt0120053,tt0082348,tt0089469	https://image.tmdb.org/t/p/{width_variable}/domqBVvZGOJbO2VrpevvvxEhjbE.jpg
nm0004368	Stanley Myers	1933	1993	composer,music_department,soundtrack	tt0418763,tt0100944,tt0093776,tt0077416	https://image.tmdb.org/t/p/{width_variable}/7T5IKuSbTZglaLeHVGbtlvc7XVD.jpg
nm0004372	Gary Graver	1938	2006	cinematographer,director,camera_department	tt0082004,tt0129510,tt0178845,tt0121549	https://image.tmdb.org/t/p/{width_variable}/hgxyf9QroD3VyKefTXt8ymxCP2t.jpg
nm0004384	Wojciech Kilar	1932	2013	composer,soundtrack,music_department	tt0103874,tt0142688,tt0253474,tt0109579	https://image.tmdb.org/t/p/{width_variable}/cYhKap8Z8WAo4eXJozBpsZBzxrL.jpg
nm0004416	S.P. Balasubrahmanyam	1946	2020	music_artist,music_department,soundtrack	tt1305797,tt0100095,tt0082314,tt0109117	https://image.tmdb.org/t/p/{width_variable}/vKcUYibvLFRPADiNwQtl27e1STy.jpg
nm0004443	Fiachra Trench	1941		music_department,soundtrack,composer	tt0213149,tt0236784,tt0095016,tt4139588	
nm0004453	Arthur Cohn	1927		producer,production_manager,executive	tt5459382,tt0372824,tt0140888,tt0291003	https://image.tmdb.org/t/p/{width_variable}/4elUZlTRNjY7OzzIY44Dg7zBfyH.jpg
nm0004569	Sanjay Dutt	1959		actor,music_department,producer	tt0456144,tt1849718,tt0374887,tt0294662	https://image.tmdb.org/t/p/{width_variable}/zhYAdzlDMbhWr8ZBVDK02nrwnOJ.jpg
nm0004582	Jeff Danna	1964		composer,music_department,soundtrack	tt0318627,tt0144117,tt1054606,tt7146812	https://image.tmdb.org/t/p/{width_variable}/zaDjp7SHmSAw0lbhyet5gijUCZO.jpg
nm0004677	Ivan Rogers	1954	2010	actor,producer,writer	tt0125029,tt0094917,tt0245904,tt0190846	
nm0004885	Fred Dryer	1946		actor,producer,writer	tt0086734,tt0092854,tt0112039,tt0361192	https://image.tmdb.org/t/p/{width_variable}/mrcSBSamJiU7mxumenKsRzk7go4.jpg
nm0005033	Sammo Kam-Bo Hung	1952		actor,stunts,producer	tt1386932,tt0085211,tt1220719,tt0085127	https://image.tmdb.org/t/p/{width_variable}/AsB9uRDQWdIbFGnkICEl8I2gDWn.jpg
nm0005162	Robert Loggia	1930	2015	actor,director,soundtrack	tt0086250,tt0094737,tt0116629,tt0116922	https://image.tmdb.org/t/p/{width_variable}/mRSUgJnfprCNw83pyVfpfW7ryfK.jpg
nm0005191	Paula Marshall	1964		actress,camera_department,producer	tt1229401,tt0320030,tt0904208,tt0168326	https://image.tmdb.org/t/p/{width_variable}/rBmk7DDOYHempHWrPnijRvPDFaW.jpg
nm0005216	Janet McTeer	1961		actress,writer,producer	tt0161023,tt2674426,tt1602098,tt3410834	https://image.tmdb.org/t/p/{width_variable}/qOKAI6aunD4J5MXiwwomAhI3jI2.jpg
nm0005301	Amanda Pays	1959		actress	tt0092402,tt0097737,tt3107288,tt0089568	https://image.tmdb.org/t/p/{width_variable}/ryDAKAA5bR8dqB7rDp7pDvTqT7z.jpg
nm0005331	Francesco Quinn	1963	2011	actor,miscellaneous,director	tt0452046,tt0091763,tt1399103,tt0892318	https://image.tmdb.org/t/p/{width_variable}/5afSAq8iusKG5i9SDSgZV9xHJuM.jpg
nm0005571	Lisa Zane			actress,soundtrack,writer	tt1372686,tt0101917,tt0117217,tt0166276	https://image.tmdb.org/t/p/{width_variable}/g4Q4T0masimLt6qWw2ZdPuSxMhR.jpg
nm0005644	Lucien Ballard	1904	1988	cinematographer,camera_department,miscellaneous	tt0049406,tt0063415,tt0068638,tt0065214	https://image.tmdb.org/t/p/{width_variable}/iZonD2w5n4DVDzpWH5AzfKgHOb2.jpg
nm0005655	Renato Berta	1945		cinematographer,camera_department,director	tt11012320,tt9526392,tt0092593,tt0105908	https://image.tmdb.org/t/p/{width_variable}/fXjRoyeehudjs0kqsMv5yBt7b0U.jpg
nm0005686	Tonino Delli Colli	1922	2005	cinematographer,camera_department,actor	tt0118799,tt0104779,tt0091605,tt0087843	https://image.tmdb.org/t/p/{width_variable}/sgr90whx93wMsLqRTFUzETI3Z8U.jpg
nm0005688	Carlo Di Palma	1925	2004	cinematographer,camera_department,director	tt0107507,tt0069361,tt0060176,tt0113819	https://image.tmdb.org/t/p/{width_variable}/i9bOfpLR2V68gGYv0yqJkjF6qiT.jpg
nm0005715	Ronald Víctor García			cinematographer,director,writer	tt0099493,tt0140613,tt0107619,tt0105665	https://image.tmdb.org/t/p/{width_variable}/iMrp8gIvub3hjyIB6lCwBIQ7BGS.jpg
nm0005745	Silvano Ippoliti	1923	1994	cinematographer,camera_department	tt0080491,tt0092720,tt0089598,tt0087481	
nm0005754	Avraham Karpick			cinematographer,camera_department,actor	tt0089421,tt0116987,tt0113719,tt2568204	
nm0005765	Luigi Kuveiller	1927	2013	cinematographer,camera_department	tt0053619,tt0073582,tt0085327,tt0065119	
nm0005767	Edward Lachman	1948		cinematographer,camera_department,director	tt0209077,tt0297884,tt0368794,tt2402927	https://image.tmdb.org/t/p/{width_variable}/15SoWw6RLaIzrdZY4NCam0McGBM.jpg
nm0005776	Karl Walter Lindenlaub	1957		cinematographer,camera_department,writer	tt0111282,tt0097910,tt0116629,tt0119395	
nm0005777	Dietrich Lohmann	1943	1997	cinematographer,camera_department,writer	tt0119874,tt0064536,tt0120647,tt0067163	
nm0005790	Alfredo Mayo			camera_department,cinematographer	tt0227277,tt0214608,tt0101026,tt0104788	
nm0005799	Elfi Mikesch	1940		cinematographer,director,writer	tt0102383,tt2999826,tt0163001,tt0162953	https://image.tmdb.org/t/p/{width_variable}/7sVAxUTEgrBDZ2WSnWG8tVzz6eK.jpg
nm0005830	Tomislav Pinter	1926	2008	cinematographer,camera_department	tt0421068,tt0360456,tt0283509,tt0179788	
nm0005881	Mike Southon			cinematographer,camera_department,director	tt0119227,tt0297012,tt0238552	
nm0005914	Gérard Vandenberg	1932	1999	cinematographer,director,writer	tt0163052,tt0090806,tt0060158,tt0059153	
nm0005920	Esa Vuorinen	1945		cinematographer,actor,camera_department	tt0078186,tt0099673,tt0104588,tt0205027	
nm0005948	Jorge Arriagada	1943		composer,soundtrack,actor	tt2207050,tt20259142,tt0105045,tt0101584	https://image.tmdb.org/t/p/{width_variable}/zf99gSiTF63GgOhRNYsEp4j8czk.jpg
nm0005953	Luis Bacalov	1933	2017	composer,soundtrack,music_department	tt0110877,tt0266697,tt1853728,tt0060315	https://image.tmdb.org/t/p/{width_variable}/d9hYl7eX4KxIz4wZ9psdKjxmaSF.jpg
nm0005963	Nick Bicât	1949		composer,music_department,soundtrack	tt0383694,tt0364254,tt0114099,tt0124241	
nm0005970	Bernardo Bonezzi	1964	2012	composer,music_department,soundtrack	tt0113918,tt0101026,tt0100793,tt0095675	
nm0005972	Simon Boswell	1956		composer,soundtrack,music_department	tt0113243,tt0111149,tt0140379,tt0099740	
nm0006001	Jay Chattaway	1946		composer,soundtrack,music_department	tt0106145,tt0092455,tt0112178,tt0244365	
nm0006008	Stelvio Cipriani	1937	2018	composer,soundtrack,music_department	tt1028528,tt0462322,tt1334260,tt1638355	https://image.tmdb.org/t/p/{width_variable}/qtrsEv285HuZnGqHrBpCVLhT71S.jpg
nm0006009	Chuck Cirino			composer,cinematographer,visual_effects	tt0455583,tt11110938,tt0090837,tt0098193	
nm0006013	Bob Cobert	1924	2020	music_department,soundtrack,composer	tt1077368,tt0054574,tt0389860,tt3385516	https://image.tmdb.org/t/p/{width_variable}/pctpQ4sJhRSblesc1MtduaINl8S.jpg
nm0006042	François Dompierre	1943		composer,soundtrack,music_department	tt0087683,tt0089567,tt0116554,tt0207363	
nm0006045	Steve Dorff	1949		composer,music_department,soundtrack	tt0103855,tt0094514,tt0102266,tt0088527	https://image.tmdb.org/t/p/{width_variable}/mKSUNtiwBCX75aKUcLSK8aoSKE2.jpg
nm0006047	John Du Prez	1946		music_department,composer,soundtrack	tt0103060,tt0100758,tt0095159,tt0081633	https://image.tmdb.org/t/p/{width_variable}/uWXb8ULORVj3NSJWIJCLSnATu98.jpg
nm0006057	Werner Eisbrenner	1908	1981	composer,music_department,soundtrack	tt0108052,tt0040016,tt0033297,tt0047173	
nm0006107	Joel Goldsmith	1957	2012	composer,soundtrack,music_department	tt0118480,tt0085894,tt0117731,tt0079945	
nm0006116	Christopher Gunning	1944	2023	composer,music_department,soundtrack	tt0094525,tt0108858,tt0450188,tt0092428	https://image.tmdb.org/t/p/{width_variable}/bCJMonfFuFChXhImdXu59O7v1Pv.jpg
nm0006122	Jan Hammer	1948		composer,music_department,soundtrack	tt0160127,tt0120888,tt0086759,tt1366344	
nm0006165	Raúl Lavista	1913	1980	composer,music_department,soundtrack	tt0051090,tt0056732,tt0223777,tt0043647	https://image.tmdb.org/t/p/{width_variable}/f9HjW8Y0cI3lVZ2779wOvxUuWaU.jpg
nm0006166	Michel Legrand	1932	2019	composer,soundtrack,music_department	tt0063688,tt0086619,tt0067803,tt0058450	https://image.tmdb.org/t/p/{width_variable}/nkhKfgrBjWZ7BVuI8dZztkX7bcV.jpg
nm0006168	John Lennon	1940	1980	music_artist,soundtrack,composer	tt0078239,tt0058182,tt0059260,tt0063823	https://image.tmdb.org/t/p/{width_variable}/eoaFA3ekdmEhAtSZ3wb9gEm2TYh.jpg
nm0006169	Sylvester Levay			composer,music_department,soundtrack	tt0118749,tt0090859,tt0091225,tt0106519	
nm0006179	Stefano Mainetti	1957		music_department,composer,miscellaneous	tt0127919,tt0174430,tt16310080,tt0408410	
nm0006189	Brian May	1934	1997	composer,music_department,soundtrack	tt0080453,tt0082694,tt0082432,tt0079501	
nm0006221	Riz Ortolani	1926	2014	composer,music_department,soundtrack	tt0061709,tt0266697,tt0780504,tt0089136	https://image.tmdb.org/t/p/{width_variable}/nFJdprMcg4MJTk9WP5BHfDQvCWm.jpg
nm0006227	Piero Piccioni	1921	2004	composer,soundtrack,music_department	tt0057345,tt0118715,tt1045658,tt0055399	https://image.tmdb.org/t/p/{width_variable}/ArFViJn3OmeE7CLXpyeg6yoku0B.jpg
